congress_accepted_emperor_desc;This character was chosen by the Emperor of the Holy Columbian Confederacy, and Congress solemnly approved his selection for the throne.;;;;;;;;;;;;x
gov_confederacy_govenment;Confederacy;;;;;;;;;;;;x
d_cuba_pretendency;Cuba;;;;;;;;;;;;x
secret_religious_society_jesuite;Hidden Jesuits Followers;;;;;;;;;;;;x
secret_religious_society_jesuite_desc;Supporters of Jesuit teaching in South America have had to hide their faith and loyalty to Rome from outsiders since time immemorial, under penalty of death or exile. The blood of many martyrs in Brazil, Guyana, and Latin America bears witness to this, and also reminds other Rome loyalists of what they risk if they are exposed.;;;;;;;;;;;;x
secret_religious_society_jesuite_currency;Devotion;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_1_male;Faithful;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_1_female;Faithful;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_2_female;Adherent;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_2_male;Adherent;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_3_female;Preacher;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_3_male;Preacher;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_4_female;Herald;;;;;;;;;;;;x
secret_religious_society_jesuite_rank_4_male;Herald;;;;;;;;;;;;x
secret_religious_society_anticonclavist;Loyalists of Rome;;;;;;;;;;;;x
secret_religious_society_anticonclavist_desc;The Pope in St. Louis claims authority of Rome by virtue of his backing in the New World. This backing makes it inconvenient to openly deny is primacy, but Catholics who see no moral infallibility in this false Pope find it useful to band together. Christianity is long rooted in joining hands against oppression, after all, especially when that oppression comes from an invalid Church.;;;;;;;;;;;;x
secret_religious_society_anticonclavist_currency;Devotion;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_1_male;Faithful;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_1_female;Faithful;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_2_female;Adherent;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_2_male;Adherent;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_3_female;Preacher;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_3_male;Preacher;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_4_female;Herald;;;;;;;;;;;;x
secret_religious_society_anticonclavist_rank_4_male;Herald;;;;;;;;;;;;x
organise_anticonclavist_council_custom_tooltip;Opponents of the St. Louis obedience must rule in Quebec, Villa de Guadelupe, and Havana.;;;;;;;;;;;;x
organise_anticonclavist_council_desc;The opponents of the usurper from St. Louis have been divided for too long—it is time to change that and end this shameful division, as well as give bishops and priests to Mexico and Canada.;;;;;;;;;;;;x
royal_restore_canada_custom_tooltip;You must meet at least 3 of these conditions: completely control the kingdom of Quebec, completely control the kingdom of Aurora, completely control the kingdom of Maritimes, completely control the kingdom of Jamesie, have 3000 cash.;;;;;;;;;;;;x
restore_mex_southern_border;Restore Southern Mexican Border;;;;;;;;;;;;x
restore_mex_southern_border_desc;The historical border of the Mexican Empire in the south extended further—all the way to Belize and Guatemala—it is time to restore this border.;;;;;;;;;;;;x
d_gaspar_host;Gaspars' Host;;;;;;;;;;;;x
EVTNAME_gaspar_vi.1;Old Claims;;;;;;;;;;;;x
EVTDESC_gaspar_vi.1;Your name is Gaspar Braganca, a prince of the Brazilian Empire, son of Emperor Sebastiao and brother of Emperor Pedro IV. You could have stayed in Brazil and lived the life of an imperial brother, but instead you asked him to transfer his claim to the Cuban crown to you, and you set off into the unknown—not as your brother’s viceroy, but as an independent king. You set sail a month ago from Rio de Janeiro, hoping never to return. Your brother gave you money to hire several companies who, together with the Christians oppressed by Empress Portia, will fight for the throne on your behalf.;;;;;;;;;;;;x
EVTOPTA_gaspar_vi.1;I will get back what is mine;;;;;;;;;;;;x
EVTNAME_gaspar_vi.2;Exchange of gifts;;;;;;;;;;;;x
EVTDESC_gaspar_vi.2;You arrive in Caracas, a city ruled by Sultana Ariel Leones, who welcomes you and your ships. A customary exchange of gifts takes place—you present her with an artifact that your brother asked you to deliver, and in return you receive the original regalia of King Gaspar I of Cuba, long thought lost after the overthrow of Queen Isabella I and only recently rediscovered in the ruins of a house in Caracas. That night, as you rejoice in having gained the symbols of royal power over Cuba, you reach for the book your teacher from Rio de Janeiro gave you about the island’s history...;;;;;;;;;;;;x
EVTOPTA_gaspar_vi.2;Interesting...;;;;;;;;;;;;x
EVTDESC_gaspar_vi.3;The book clarifies claims that had seemed vague to you. Queen Isabella I of the house Rataroz, your great-great-grandmother, ascended the throne in 2564. She ruled with ambition, seeking expansion into Hispaniola and Florida, and with cruelty. In 2570 she married the Brazilian heir to the throne, which angered the rest of her family, both distant and close. In 2579 she had her uncle, Prince Sergio, executed, sparking a rebellion among her subjects. After three years of bloody civil war, Isabella was besieged in Playa Larga Castle, where she took her own life.;;;;;;;;;;;;x
EVTOPTA_gaspar_vi.3;Continue;;;;;;;;;;;;x
EVTDESC_gaspar_vi.4;After Isabella’s death, the pagan members of the Rataroz family seceded from the kingdom, and in Havana, under pressure from both the Holy Columbian Confederacy and the pagan Rataroz, a republic was proclaimed. Felipe Braganca’s claims were ignored. Today, however, your return will provoke a different reaction—the pagan Rataroz are weak, and the Republic is ready to change its system of government and invite you to take the crown.;;;;;;;;;;;;x
EVTOPTA_gaspar_vi.4;Interesting;;;;;;;;;;;;x
EVTNAME_gaspar_vi.5;We set sail...;;;;;;;;;;;;x
EVTDESC_gaspar_vi.5;After your stay in Caracas, you finally set sail. You have managed to hire mercenaries who will land with you in Cuba. Most of them are locals, and as you prepare to depart, they sing old songs about great kings, while you hope that soon you will be counted among them.;;;;;;;;;;;;x
EVTOPTA_gaspar_vi.5;All ahead;;;;;;;;;;;;x
gaspar_vi_cb_small_fail_tooltip;Gaspar Braganca will renounce his claim to the throne of Cuba, and the empress will allow him to return to Brazil.;;;;;;;;;;;;x
gaspar_vi_cb_fail_tooltip;Gaspar Braganca will be captured and at the mercy of your enemies.;;;;;;;;;;;;x
gaspar_vi_cb_victory_tooltip;Gaspar Braganca win the battle for the throne and become King of Cuba.;;;;;;;;;;;;x
WAR_GASPAR_VI;Gaspar VI War for Cuba;;;;;;;;;;;;x
president_of_hcc_congress;President of Congress;;;;;;;;;;;;x
crown_of_cuba;Crown of King Gaspar IV Martyr;;;;;;;;;;;;x
crown_of_cuba_desc;This crown was made for the coronation of King Gaspar IV of Cuba. Since then, it has been the standard crown worn by every king of Cuba.;;;;;;;;;;;;x
d_haiti;South Haiti;;;;;;;;;;;;x
d_north_haiti;North Haiti;;;;;;;;;;;;x
d_north_haiti_adj;Haitian;Haitian;Haitian;;Haitian;;;;;;;;;x
k_haiti;Haiti;;;;;;;;;;;;x
k_puerto_rico;Puerto Rico;;;;;;;;;;;;x
k_dominicana;Dominicana;;;;;;;;;;;;x
d_barahona;Barahona;;;;;;;;;;;;x
congress_existance;Congress;;;;;;;;;;;;x
congress_existance_desc;These rights effects whether Congress exists;;;;;;;;;;;;x
congress_existance_0;Existing;;;;;;;;;;;;x
congress_existance_0_desc;The Holy Columbian Confederacy Congress exists and deliberates as a pillar of the state system and the body that approves the election of emperors.;;;;;;;;;;;;x
congress_existance_1;Dissolved;;;;;;;;;;;;x
congress_existance_1_desc;The Holy Columbian Confederacy Congress no longer exists, as it has been dissolved.;;;;;;;;;;;;x
EVTNAMEcon_congress.4;Congress dissolved;;;;;;;;;;;;x
EVTDESCcon_congress.4;Over the years, the Holy Columbian Confederacy Congress has become an increasingly less important institution—today, it has officially come to an end—the emperor has officially dissolved this institution, and the Congress, feeling that it has no means to oppose this decree, has passed a resolution to dissolve itself.;;;;;;;;;;;;x
EVTOPTA_con_congress.4;Certain chapter has been closed...;;;;;;;;;;;;x
EVTNAMEcon_congress.6;Restoration of Congress;;;;;;;;;;;;x
EVTDESCcon_congress.6;Today, the Emperor of the Holy Columbian Confederacy issued a decree restoring the previously dissolved Congress. This marks a return to the old system, where Congress existed and played a decisive role in approving or rejecting the election of the Emperor of the Confederacy.;;;;;;;;;;;;x
EVTOPTA_con_congress.6;Nice;;;;;;;;;;;;x
restore_confederate_congress;Restore Congress;;;;;;;;;;;;x
restore_confederate_congress_desc;For reasons beyond your control, the Holy Columbian Confederacy Congress has ceased to exist—it is time to restore its normal functioning.;;;;;;;;;;;;x
EVTOPTA_antico_jesuite_pil.4;I will go to other holy sites;;;;;;;;;;;;x
EVTOPTB_antico_jesuite_pil.4;I will go to one of the truly sacret sites, Buenaventura or Villa de Guadelupe;;;;;;;;;;;;x
EVTOPTC_antico_jesuite_pil.4;I will go to one of the truly sacret sites, Quebec or Villa de Guadelupe;;;;;;;;;;;;x
EVTNAME_antico_jesuite_pil.5;Buenaventura;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.5;Finally, you have arrived in Buenaventura, a city that is very important among followers of the Society of Jesus. For several centuries, the bishops-superiors of the Jesuit order resided here, administered the sacraments, and ordained bishops for other areas until Zacarias Alverado and the pagans under his command destroyed the local temples and expelled the monks. Although those times are long gone, traces of them remain - the ruins of ancient temples can be seen everywhere, and in some of them, former bishops, who are considered saints, are buried.;;;;;;;;;;;;x
EVTOPTA_antico_jesuite_pil.5;Glory, glory, Hallelujah;;;;;;;;;;;;x
EVTNAME_antico_jesuite_pil.6;Villa de Guadelupe;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.6;Finally, you arrive at Villa de Guadalupe. You enter through the gate and see many ancient buildings—but one is the most important — the Basilica of Our Lady of Guadalupe, where the famous image of Our Lady of Guadalupe, created over a thousand years ago, has been venerated ever since by both orthodox Christians and the semi-pagan followers of Sagrado Corazon. When you enter the Basilica, you see the painting, fall to your knees, and pray to Our Lady, Empress of the Americas, Queen of Mexico, and Patroness of Latin America.;;;;;;;;;;;;x
EVTOPTA_antico_jesuite_pil.6;Glory, glory, Hallelujah;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.7;Villa de Guadelupe and Buenaventura are the most important places for Jesuit followers.;;;;;;;;;;;;x
EVTOPTA_antico_jesuite_pil.7;I will travel to Buenaventura;;;;;;;;;;;;x
EVTOPTB_antico_jesuite_pil.7;I will go to Villa de Guadalupe.;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_GUADELUPE;[Root.GetTitledName] made a pious pilgrimage to Villa de Guadalupe.;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_BUONAVENTURA;[Root.GetTitledName] made a pious pilgrimage to Buenaventura.;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.3;My things are packed, everything is in order. Soon, I will walk a streets of Mexico;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.8;My things are packed, everything is in order. Soon, I will see all churches of Buenaventura;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_HAVANA;[Root.GetTitledName] made a pious pilgrimage to Havana.;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_BOGOTA;[Root.GetTitledName] made a pious pilgrimage to Bogota.;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_BOA_VISTA;[Root.GetTitledName] made a pious pilgrimage to Boa Vista.;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.9;A pilgrimage in the other holy sites is just as worthy as journey to Villa de Guadelupe or Buenaventura.;;;;;;;;;;;;x
EVTOPTA_antico_jesuite_pil.9;I will visit a cathedral in Havana;;;;;;;;;;;;x
EVTOPTB_antico_jesuite_pil.9;I will visit the great city of Bogota;;;;;;;;;;;;x
EVTOPTC_antico_jesuite_pil.9;I will visit graves of martyrs in Boa Vista;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.10;My things are packed, everything is in order. Soon, I will see all churches of Havana;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.11;My things are packed, everything is in order. Soon, I will be in the largest city of Columbia;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.12;My things are packed, everything is in order. Soon, I will visit all martyrs' graves in Boa Vista;;;;;;;;;;;;x
EVTNAME_antico_jesuite_pil.14;Havana;;;;;;;;;;;;x
EVTNAME_antico_jesuite_pil.15;Bogota;;;;;;;;;;;;x
EVTNAME_antico_jesuite_pil.16;Boa Vista;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.14;You arrive in Havana, the heart of Cuba. Before your eyes appears a beautiful city with many churches, chapels, and statues of saints. You walk through the port and enter the streets of this crowded city. You pass All Saints Cathedral, which, according to legend, was built on the spot where the Cuban king Alejandro Martyr was murdered while praying by his own brother for professing his faith.;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.15;You arrive in Bogotá, Colombia's largest city. You are greeted by the hustle and bustle of the city and small groups of pilgrims. You visit the old Archcathedral of the Immaculate Conception of the Blessed Virgin Mary and St. Peter, built over a thousand years ago, and admire the beauty of this temple built to the glory of God and the Blessed Virgin Mary, and pray there.;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.16;You arrive in Boa Vista, the border of the Brazilian Empire, which has persecuted supporters of the Society of Jesus for centuries. Few pilgrims come here for fear of persecution, although many would like to pray at the graves of the many martyrs who were cruelly killed in the name of the Emperor and buried in mass graves. However, you come and, under the cover of night, you go to the places that the elders have pointed out to you as the graves of the martyrs to pray before their graves.;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_1_male;Minister;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_1_female;Minister;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_2_male;Socius;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_2_female;Socius;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_3_male;Admonitor;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_3_female;Admonitor;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_4_male;Praepositius Generalis;;;;;;;;;;;;x
monastic_order_south_america_jesuits_rank_4_female;Praepositius Generalis;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.2;My things are packed, everything is in order. Soon, I will see all churches of Bouonaventura;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.3;My things are packed, everything is in order. Soon, I will see all churches of Villa de Guadalupe;;;;;;;;;;;;x
EVTOPTA_antico_jesuite_pil.17;I will travel to Quebec;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_QUEBEC;[Root.GetTitledName] made a pious pilgrimage to Quebec.;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.18;My things are packed, everything is in order. Soon, I will be in Quebec.;;;;;;;;;;;;x
EVTDESC_antico_jesuite_pil.19;A pilgrimage in the other holy sites is just as worthy as journey to Villa de Guadelupe or Quebec.;;;;;;;;;;;;x
ursuline_DESC;The Ursulines originated as an antediluvian religious order, patronized by Saint Ursula. After the Deluge, most Quebecois Catholics turned to the Ursuline Order for guidance. Although their outsized role in Quebecois religious life was initially tolerated by the Catholic Church, the entire order and all of its followers were excommunicated following an attempt by the Ursulines to elect one of their own to the Papacy. In response, the Ursuline Order formally split from the Catholic Church. The current position of the Ursulines is that none of the Christian bishops currently operating in the North America have proper apostolic succession, and that members of sanctioned religious orders can serve as de facto clergy until bishop-level apostolic succession is re-established.;;;;;;;;;;;;;x
EMPEROR_ELECT_CONGRESS_WAR;The War for Congressional Acceptance;;;;;;;;;;;;x
emperor_elect_victory_cb;Congress is forced to accept the emperor-elect as the legitimate Emperor of the Holy Columbian Confederacy and to issue a bill of attainder against the current president of Congress.;;;;;;;;;;;;x
emperor_elect_failure_cb;The Emperor-Elect will be forced to step down and acknowledge his defeat as the alleged emperor.;;;;;;;;;;;;x
EVTNAMEcon_congress.9;Defeat of Emperor;;;;;;;;;;;;x
EVTDESCcon_congress.9;After Congress rejected his choice, the Emperor tried to appeal to what he considered the final authority—force. However, force did not rule in his favor; on the contrary, it condemned him to defeat and forced him to renounce his claims and accept that someone else would be chosen to replace him.;;;;;;;;;;;;x
EVTOPTA_con_congress.9;That's how the brave finish;;;;;;;;;;;;x
EVTOPTB_con_congress.9;Woe to him...;;;;;;;;;;;;x
EVTOPTA_con_congress.10;Now shame will fall upon my dynasty;;;;;;;;;;;;x
EVTDESCcon_congress.11;The emperor decided to declare war on Congress because it dared to deny him imperial dignity, and instead of accepting this with honor, it decided to raise its hand against us. However, we will not give up, but will defend the permanence of Congress's decision to the end.;;;;;;;;;;;;x
EVTOPTA_con_congress.11;For freedom!;;;;;;;;;;;;x
EVTNAMEcon_congress.12;Emperor's Triumph;;;;;;;;;;;;x
EVTDESCcon_congress.12;After the war between the emperor and the Congress of the Holy Columbian Confederacy, the Congress was forced to approve the emperor's election to the throne. The former president of the Congress was convicted under a bill of attainder, but managed to flee beyond the borders of the empire.;;;;;;;;;;;;x
EVTOPTA_con_congress.12;Such a story...;;;;;;;;;;;;x
EVTOPTA_con_congress.13;Now I am emperor in full;;;;;;;;;;;;x
k_united_republics;United Republics of America;;;;;;;;;;;;x
ura_president;President of URA;;;;;;;;;;;;x
ura_president_desc;This character is current or former President of United Republics of America.;;;;;;;;;;;;x
new_republican_government;New Unionism;;;;;;;;;;;;x
new_republican_government_desc;New Unionism originated in the beginning of the 27th century, rooted in the unique traditions and laws of the city state republics of the East Coast. Under the initiative of DeWitt Clinton, in 2645 the three republics of Boston, New York and Connecticut formed the United Republics of America. This new union aspired to be a continuation of the pre-Event American Republic. The head of the United Republics of America is the President, elected to be a representative of all the member states, serving a seven year term without the possibility of re-election.;;;;;;;;;;;;;x
new_republican_rep_government;New Unionism;;;;;;;;;;;;x
new_republican_rep_government_desc;New Unionism originated in the beginning of the 27th century, rooted in the unique traditions and laws of the city state republics of the East Coast. Under the initiative of DeWitt Clinton, in 2645 the three republics of Boston, New York and Connecticut formed the United Republics of America. This new union aspired to be a continuation of the pre-Event American Republic. The head of the United Republics of America is the President, elected to be a representative of all the member states, serving a seven year term without the possibility of re-election.;;;;;;;;;;;;;x
new_republican_government_duke;Prefect;;;;;;;;;;;;;x
